title,artist,link
Saucer,Emma Gillies,___/record/53666?highlight=*:*
Untitled (Unknown),Unknown,___/record/21617?highlight=*:*
"A PHP Error was encountered Severity: Warning Message: Undefined array key ""dctitleen"" Filename: views/search_results.php Line Number: 98 A PHP Error was encountered Severity: Warning Message: Trying to access array offset on null Filename: views/search_results.php Line Number: 98 (1965)",Frances Sander,___/record/99526?highlight=*:*
Portrait of Josephine Baker (1997),"Eduardo Luigi Paolozzi KBE, RA",___/record/50366?highlight=*:*
No. 75,Olivia Grehang,___/record/53482?highlight=*:*
Ecorche of Houdon,Unknown,___/record/20602?highlight=*:*
Untitled (Unknown),Unknown,___/record/21569?highlight=*:*
Standing Nude Woman (Circa 1948),Thomas Kim Redpath,___/record/122737?highlight=*:*
Jug (1920s),Emma Gillies,___/record/53740?highlight=*:*
Fy Experience (2023),Ffion Williams,___/record/123695?highlight=*:*
Harbour (Circa 1965),James B. Thomson,___/record/22619?highlight=*:*
Seated Elderly Couple (Apr 1963),John Bellany,___/record/20767?highlight=*:*
Putti with Candelabrum (right group),Unknown,___/record/20538?highlight=*:*
Untitled (1990s),Duncan N. Ganley,___/record/21854?highlight=*:*
Falling Figure in an Autumn Valley (1968),Alistair T. B. Burns,___/record/22589?highlight=*:*
Untitled (Unknown),Unknown,___/record/21586?highlight=*:*
Portrait of a Man in a Suit (1959),Albert Robson,___/record/20784?highlight=*:*
Twist (1989),Dorothy Black,___/record/21849?highlight=*:*
Anti-Matter (2013),Marissa Stoffer,___/record/47441?highlight=*:*
Still Life with Blue Jug,Steiga,___/record/122794?highlight=*:*
Portrait of a Woman (1939),Jessie May Stirling,___/record/21135?highlight=*:*
Untitled - Kings and Queens (1969),Michael T R B Turnbull,___/record/99446?highlight=*:*
Unknown,Unknown,___/record/50430?highlight=*:*
Man in Black (possibly),Claudia Petretti,___/record/21482?highlight=*:*
Plate,Emma Gillies,___/record/53729?highlight=*:*
Unknown (1957),Alejandro B. Brasó,___/record/50602?highlight=*:*
Reclining Male Nude (1959),Jean I. Beattie,___/record/20923?highlight=*:*
Portrait of a Middle Aged Woman (1949),Leszek Muszynski,___/record/22515?highlight=*:*
Seated Male Nude (1953),Roy McCallum,___/record/20897?highlight=*:*
The Jungle (1990),John Brown,___/record/99469?highlight=*:*
Saucer,Emma Gillies,___/record/53659?highlight=*:*
Seated Male Nude (25 JAN 1954),Catherine M Gibson,___/record/21229?highlight=*:*
Male Portrait (1961),Paresh C. Chakraborty,___/record/123106?highlight=*:*
Fine lawn collar (1820),Unknown,___/record/102681?highlight=*:*
Still Life with Garden Fork (1964),Alexander Moffat,___/record/93355?highlight=*:*
Unknown,J Hamilton Glass,___/record/50459?highlight=*:*
Portrait of a Man (1955),Alexander S Campbell,___/record/21316?highlight=*:*
Stretching Male Nude (Circa 1953),Valerie Donaldson,___/record/20949?highlight=*:*
Untitled (1969),Richard Easson,___/record/99829?highlight=*:*
Nude Male and Horse (Circa 1963),Leon Francesco Morrocco,___/record/21399?highlight=*:*
Untitled (Unknown),Unknown,___/record/21991?highlight=*:*
Untitled - Abstract Bridge and Ballons (1968),Alastair Burns,___/record/99474?highlight=*:*
Study for completed image (1960),Vivien Alexander,___/record/50625?highlight=*:*
Untitled (Unknown),David Douglas,___/record/21641?highlight=*:*
Life Painting (1918),Anne Redpath,___/record/20735?highlight=*:*
Plate,Emma Gillies,___/record/53719?highlight=*:*
Seated Nude (1957),Ruth Illingworth,___/record/20933?highlight=*:*
Seated Female Nude (1939),Heather Measham,___/record/21136?highlight=*:*
Untitled (1955),Alan Bartram,___/record/99827?highlight=*:*
Gates of Paradise (1835),Clement Pappi,___/record/20577?highlight=*:*
Untitled (Unknown),David C Duke,___/record/21987?highlight=*:*
Reclining Female Nude (1960),Kenneth R Wheatley,___/record/20857?highlight=*:*
Portrait of a Young Man (1950),Alexander F Mitchell,___/record/21056?highlight=*:*
Seated Male Nude (1965-1966),H Chart,___/record/21268?highlight=*:*
After the Fall of Snow (1986),Hilary A. Fisher,___/record/21705?highlight=*:*
Play-Areas (Unknown),Wendy McMurdo,___/record/21597?highlight=*:*
Portrait of a Woman (Pre 1949?),John Hunter,___/record/21042?highlight=*:*
Standing Male Nude with staff (1949-1952),Adam Robson,___/record/20812?highlight=*:*
Portrait of a Woman (1958),David Rifat,___/record/20872?highlight=*:*
Unknown (Circa 1890),Unknown,___/record/50468?highlight=*:*
Standing Male Nude (1953),James Martin,___/record/20952?highlight=*:*
Relic of Origins: Wild Boar (2013),Kyle Noble,___/record/21304?highlight=*:*
Rosa Regolit (2007),Bridget Steed,___/record/99973?highlight=*:*
Mefisto (1983),Boris Bućan,___/record/22037?highlight=*:*
Plate (1920s),Emma Gillies,___/record/53716?highlight=*:*
Arizona (Unknown),Unknown,___/record/21813?highlight=*:*
Untitled (1993),Esther Donaldson,___/record/21625?highlight=*:*
Cap insert (1800-1899),Unknown,___/record/102709?highlight=*:*
Untitled (MAR 1997),Unknown,___/record/21928?highlight=*:*
Ship yard (1965),Helen M. Percy,___/record/102743?highlight=*:*
Standing Boy with Four Ravens (1986-1987),Janice McNab,___/record/122970?highlight=*:*
Standing Male Nude (1939),Heather Measham,___/record/21137?highlight=*:*
Unknown (1957),Andrew P. W. Conkie,___/record/50523?highlight=*:*
Untitled (Unknown),Unknown,___/record/21999?highlight=*:*
Still Life,Ianthe Fisher,___/record/122799?highlight=*:*
Portrait of a Seated Man (1955),Peter McGinn,___/record/21213?highlight=*:*
The Dead Christ (1831),Unknown,___/record/20573?highlight=*:*
Untitled,M. Donlevy,___/record/112506?highlight=*:*
Jug (1920s),Emma Gillies,___/record/122072?highlight=*:*
Unknown,Ursula Giles,___/record/53489?highlight=*:*
Standing Female Nude (1954),Margaret Proudfoot,___/record/21246?highlight=*:*
Untitled (Unknown),Stella Auchinleck,___/record/21572?highlight=*:*
Two Female Heads (1959),Denness Morton,___/record/21077?highlight=*:*
Horse (1920s),Emma Gillies,___/record/53747?highlight=*:*
Unknown (1956),Alan M. Alexander,___/record/50594?highlight=*:*
Violet (03 NOV 1958),Barbara Strachan,___/record/20867?highlight=*:*
Portrait of a Man (1957),Unknown,___/record/21250?highlight=*:*
Unknown (Unknown),Unknown,___/record/21970?highlight=*:*
The Smile You Put On Everyday (2016),Ruoyan Wang,___/record/99241?highlight=*:*
"Nylqhare, Whipsnade (31 AUG 1946)",Mabel D. Lawford,___/record/50535?highlight=*:*
Child's chinese headdress,Unknown,___/record/102677?highlight=*:*
A World under Your Feet/ Composition with Yellow Crosses (diptych) (1990),Alistair W. Clark,___/record/122960?highlight=*:*
Standing Male Nude (1951),Matilda Smith,___/record/21227?highlight=*:*
Untitled (17 May 2000),Kate Stancliffe,___/record/22001?highlight=*:*
Seated Female Nude (1957),Hillary Lewis,___/record/21160?highlight=*:*
Teacup,Emma Gillies,___/record/53641?highlight=*:*
Portrait of a Man (1959),Jean I. Beattie,___/record/20919?highlight=*:*
Untitled (1989),Joanne Leonie Milne,___/record/21888?highlight=*:*
Plate (1920s),Emma Gillies,___/record/53674?highlight=*:*
The Stove (1948),Leszek T. Muszynski,___/record/122730?highlight=*:*
Abstract,V. Constant,___/record/111444?highlight=*:*
"Vale of Health, Hampstead Heath (1950)",Alexander Cree,___/record/50545?highlight=*:*
Unknown,Leonard I. H. Gray,___/record/53486?highlight=*:*
Portrait of a Woman,V Timmins,___/record/21442?highlight=*:*
Standing Figure (Circa 1979),Ursula M. Henning,___/record/22517?highlight=*:*
Unknown (1952),Rosemary Bagshaw,___/record/53517?highlight=*:*
Portrait of a Man through a Door,Paul Gladston,___/record/21526?highlight=*:*
Unknown (31 OCT 1962),Norman Macdonald,___/record/53596?highlight=*:*
Portrait of a Man,Anthony Sinclair,___/record/21483?highlight=*:*
Full Length Nude Female (1949),Edith A. Blight,___/record/22692?highlight=*:*
Horse of Selene from the east pediment,NA,___/record/20634?highlight=*:*
Prendre la clef des Chaps (1963),Ann F Ward,___/record/99346?highlight=*:*
Angel Playing Pipes (Unknown),Unknown,___/record/20608?highlight=*:*
Landscape with Rocks and Trees (1953-1954),D. Gordon Campbell,___/record/20797?highlight=*:*
Seated Male Nude (Circa 1953),Mollie Parker,___/record/20948?highlight=*:*
Unknown (1969),Brent D. Millar,___/record/50378?highlight=*:*
Portrait of a Man (1951),Pauline Ken,___/record/21238?highlight=*:*
Caged Birds (Circa 1984),Valerie Anderson,___/record/123335?highlight=*:*
Unknown (1969),J Lyle,___/record/53608?highlight=*:*
Standing Female Nude (1959),C Byron,___/record/20916?highlight=*:*
Untitled (1981),Isobel Jack,___/record/21578?highlight=*:*
Magpie (1989),Jane V Hyslop,___/record/99961?highlight=*:*
Unknown (1947),Margaret C. Ogilvy,___/record/50494?highlight=*:*
Still Life with Figure (1961),Vivien Alexander,___/record/122767?highlight=*:*
Standing Male Nude,John Hunter,___/record/21043?highlight=*:*
Thick Pale Green,Unknown,___/record/22547?highlight=*:*
Still Life with Coffee Pot on Stool (1952),Mollie E N Langlands,___/record/22711?highlight=*:*
"The Old Church, Corstorphine (1939)",Hugh Ross Mackean,___/record/21827?highlight=*:*
Untitled,Colin Vernall,___/record/22631?highlight=*:*
Untitled (1995-1996),Arabella Harvey,___/record/21724?highlight=*:*
Unknown,Claire Alexander,___/record/50391?highlight=*:*
Groom and horses from North Frieze of the Parthenon (1836-1837),NA,___/record/20713?highlight=*:*
Portrait of a Woman,Lucy Bowman,___/record/21512?highlight=*:*
Seated Female Nude (1967),Kevin Maguire,___/record/99359?highlight=*:*
Untitled (Unknown),Susie Wilson,___/record/21964?highlight=*:*
Embroidered panel,Winsome Douglass,___/record/113833?highlight=*:*
Sampler Helen Martin (1936),Helen Martin,___/record/102669?highlight=*:*
Eclectic (2007),Catherine Sargeant,___/record/99852?highlight=*:*
Nude in Sunlight (1983),Gwen W. Hardie,___/record/22542?highlight=*:*
Obstacle - Govan Hill Baths (2014),Charles Myatt,___/record/47455?highlight=*:*
The Room (1980),Stephen H. Harrison,___/record/122681?highlight=*:*
Landscape (1966),Beth D. Mitchell,___/record/22675?highlight=*:*
Standing Male Nude (21 MAY 1954),Margaret Proudfoot,___/record/21251?highlight=*:*
Untitled - Deli of a Butcher Shop (1984),Heidi J P Kosaniuk,___/record/99436?highlight=*:*
Silenus and the Infant Dionysos,Unknown,___/record/20586?highlight=*:*
Portrait of a Woman (1962),James T Carlyle,___/record/21282?highlight=*:*
Mythical Composition with Four Figures and Coastal Cliffs,Victorine Anne Schilsky,___/record/22656?highlight=*:*
Stadium (1987-1988),Jane V Hyslop,___/record/21457?highlight=*:*
Untitled (Unknown),Edward Stratton,___/record/21800?highlight=*:*
Seated Male Nude (1965),J Lord,___/record/21291?highlight=*:*
"Two Female Nudes: One Standing, One Seated",John Pettie,___/record/122724?highlight=*:*
Seated Woman (30 May 1949),David McClure,___/record/21039?highlight=*:*
Embroidered panel,Winsome Douglass,___/record/113835?highlight=*:*
Japanese Scene with Fish,George M. Donald,___/record/112494?highlight=*:*
Plate,Emma Gillies,___/record/53720?highlight=*:*
Big Top (Circa 1968),Gillian Mather,___/record/21485?highlight=*:*
Self Portrait,Vivien Alexander,___/record/122918?highlight=*:*
Untitled (1967),Lawrence Roche,___/record/21758?highlight=*:*
Still Life (1983),Ruth Stirling,___/record/122772?highlight=*:*
Untitled (Unknown),Unknown,___/record/21604?highlight=*:*
Part Piece,Christopher Nugent,___/record/122967?highlight=*:*
Abstract with White Paper Strips,Alistair J. Magee,___/record/22540?highlight=*:*
Portrait of a Man Seated (1960),Jane Heggie,___/record/20980?highlight=*:*
Untitled (1987),Mia Stanley,___/record/21577?highlight=*:*
Untitled,Jane Strachen,___/record/20758?highlight=*:*
Squeeeeeze (2016),Ruoyan Wang,___/record/99240?highlight=*:*
Opuntia Claiata (1993),Jane Watt,___/record/21956?highlight=*:*
Unfinished Portrait,Unknown,___/record/122907?highlight=*:*
Still Life with Twigs and Teazles (Circa 1950),Joan Connell,___/record/122858?highlight=*:*
Woman Sewing (1963),Chloe E Brayn,___/record/99374?highlight=*:*
Whitey 1.1 (2015),Stephanie Maclean,___/record/53780?highlight=*:*
Plate (1924),Emma Gillies,___/record/53726?highlight=*:*
Portrait of Joe (1965),Gordon Bryce,___/record/99279?highlight=*:*
Fragments (1969),Ian G. Robertson,___/record/122734?highlight=*:*
Vase (1920s),Emma Gillies,___/record/122132?highlight=*:*
Performing Labour (2020),Aisling Ward,___/record/113780?highlight=*:*
Unknown (1950),John W. Corner,___/record/50518?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,___/record/20720?highlight=*:*
Sea Harvest (1953),John Muench,___/record/21753?highlight=*:*
Untitled (Unknown),Unknown,___/record/21596?highlight=*:*
Don Quixote (Unknown),Unknown,___/record/21682?highlight=*:*
Sitting Nude Woman (1967),Jean B. M. Lothian,___/record/22626?highlight=*:*
Untitled - Birdcage and Baby (1963),Ann F Ward,___/record/99349?highlight=*:*
Transposition (Red and Gold) (2014),Emma Smith,___/record/47457?highlight=*:*
Seated Female Nude (1959),Violet Thomson,___/record/21145?highlight=*:*
Portrait of a Woman (1962),Carl O Ekevall,___/record/21285?highlight=*:*
Untitled - Cubist Guitar Player (1963),Ann F Ward,___/record/99350?highlight=*:*
Abstract,Alan T. Johnston,___/record/22609?highlight=*:*
Untitled (1962),Janette Brown,___/record/99376?highlight=*:*
Still Life with a Jar of Cherries (1969),Rosemary E. Hamblin,___/record/122683?highlight=*:*
Untitled (Unknown),Unknown,___/record/21874?highlight=*:*
Viennese embroidery in frame (1936),Unknown,___/record/100010?highlight=*:*
2uit Deconstructing One/I'm Not That Basic (2006),Rachel Garguilo,___/record/99885?highlight=*:*
Portrait of a Man (1951),James Wilson,___/record/21226?highlight=*:*
Untitled (1963),Iona Murray,___/record/22003?highlight=*:*
Untitled (Unknown),Unknown,___/record/21850?highlight=*:*
Charlotte (1984),B.R. Coode-Adams,___/record/21600?highlight=*:*
Still Life (1968),Alfons B. Jasinski,___/record/122702?highlight=*:*
Untitled (1976),Paul Grime,___/record/21831?highlight=*:*
"Pro Tanto Quid Retribuamus/For so much, what shall we give in return? (2017)",Lara Hirst,___/record/100018?highlight=*:*
Man in Vest (1964),Carole V Danielson,___/record/22664?highlight=*:*
Untitled (Unknown),George Glen,___/record/21720?highlight=*:*
Four Abstract Panels,Linda A. Henniker,___/record/21460?highlight=*:*
Untitled (Unknown),Unknown,___/record/21620?highlight=*:*
Still Life with Jugs and Milk Bottle (Circa 1962),Kathleen B. Russell,___/record/122781?highlight=*:*
Miner and Dog (Unknown),Sir Sidney Nolan,___/record/21679?highlight=*:*
Portrait of Woman in a Hat (1958),Robert M E Callender,___/record/21326?highlight=*:*
Seated Female Nude (1959),Robert M E Callender,___/record/122827?highlight=*:*
Reclining Female Nude (Circa 1967),Eileen E M Lawrence,___/record/21355?highlight=*:*
The Harbour (Apr 1982),Susan Thores,___/record/21974?highlight=*:*
Tree and Horses (1955),Carol Duke,___/record/122964?highlight=*:*
Sketch of Figure in a Window for Final Composition,Colin Brown,___/record/53567?highlight=*:*
North State (2013),Tiina Lilja,___/record/47438?highlight=*:*
Untitled (Unknown),Unknown,___/record/21952?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),Joseph Cavagnari,___/record/20717?highlight=*:*
Untitled,Roy M. W. Cameron,___/record/112349?highlight=*:*
Unknown (1949),Alison E. H. Stuart,___/record/50482?highlight=*:*
Portrait Bust (Antique),Unknown,___/record/20562?highlight=*:*
Unknown (1964),Alice Howell (née Bold),___/record/53579?highlight=*:*
Seated Female Nude (1969),Leslie C. McConnell,___/record/123337?highlight=*:*
Unknown (1974),Carolyn Wall,___/record/21948?highlight=*:*
Espresso Cup (1920s),Emma Gillies,___/record/53696?highlight=*:*
Portrait of a Woman (1958),Elizabeth Meldrum,___/record/21157?highlight=*:*
Seated Male Nude with Glasses (1958),Elizabeth Meldrum,___/record/21159?highlight=*:*
Untitled (1962),Underwood,___/record/21759?highlight=*:*
Drawing of a Woman (1958),E McCallum,___/record/20960?highlight=*:*
Untitled - Sitting Woman with a Fringe (Apr 1963),William Gillon,___/record/99479?highlight=*:*
Portrait of a Woman,Jane V Hyslop,___/record/21529?highlight=*:*
Untitled (1960),Robin E. Bownass,___/record/99373?highlight=*:*
Standing Female Nude at Mirror (1962),Robert S. Crozier,___/record/22663?highlight=*:*
Untitled (1987),Marissa Grassie,___/record/21941?highlight=*:*
Nanduti lace collar,Unknown,___/record/102694?highlight=*:*
Head of Niccolo da Uzzano (Unknown),Unknown,___/record/20606?highlight=*:*
Untitled (1962),Cant,___/record/22497?highlight=*:*
Chariot from North Frieze of the Parthenon (1836-1837),NA,___/record/20715?highlight=*:*
Gem cabinet 4 (of 6) containing 43 medallions (Unknown),Unknown,___/record/20618?highlight=*:*
Composition with Two Women (Circa 1972),Jacqueline Burnett (nee Watt),___/record/122843?highlight=*:*
Step 1 (2013),Maria Hadam,___/record/21306?highlight=*:*
Mining Town at Night,Geoffrey J Roper,___/record/122765?highlight=*:*
Portrait of a Woman,Sarah Shaw,___/record/20938?highlight=*:*
Untitled - Scene with Figures Relaxing in the Sun (1961-1962),Ann F Ward,___/record/99352?highlight=*:*
Two Figures in a Landscape,Unknown,___/record/21484?highlight=*:*
Unknown (1967),Gwen Mackenzie,___/record/50496?highlight=*:*
Stag,Emma Gillies,___/record/53753?highlight=*:*
Vision in Time III (2006),Wilhelmina Barns-Graham CBE HRSA HRSW,___/record/54752?highlight=*:*
